City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
647,Yaan,NG,7.3833,8.5667,83.48,12,100,6.33,overcast clouds
648,Tazovskiy,RU,67.4667,78.7,-11.63,99,98,8.23,overcast clouds
649,Spiridonovka,RU,53.0925,50.6462,22.21,96,93,9.08,light snow
650,Takhtamygda,RU,54.1,123.5667,-12.55,97,34,3.38,scattered clouds
651,Shangqiu,CN,34.45,115.65,33.21,80,73,7.56,broken clouds
652,Sandane,NO,61.7728,6.215,33.84,80,75,4.61,broken clouds
653,Ekhabi,RU,53.5102,142.9671,8.6,94,100,21.3,light snow
654,Namie,JP,37.4833,141.0,32.97,73,10,13.98,clear sky
655,Dicabisagan,PH,17.0818,122.4157,73.83,88,100,11.83,overcast clouds
656,Taupo,NZ,-38.6833,176.0833,59.34,72,14,2.28,few clouds
657,Grand-Lahou,CI,5.1367,-5.0242,80.64,82,100,9.57,overcast clouds
658,Suhbaatar,MN,50.2314,106.2078,-20.78,100,89,1.45,overcast clouds
659,North Aurora,US,41.8061,-88.3273,31.98,67,75,5.01,snow
660,Yeppoon,AU,-23.1333,150.7333,73.18,83,29,10.69,scattered clouds
661,Sur,OM,22.5667,59.5289,71.92,66,0,0.69,clear sky
662,Iranshahr,IR,27.2025,60.6848,59.34,51,0,0.0,clear sky
663,Kushima,JP,31.4583,131.2333,40.12,80,0,9.48,clear sky
664,Paamiut,GL,61.994,-49.6678,9.79,73,100,8.46,overcast clouds
665,Nurota,UZ,40.5614,65.6886,30.29,78,2,7.02,clear sky
666,Kendari,ID,-3.945,122.4989,77.07,88,100,4.27,overcast clouds
667,High Level,CA,58.5169,-117.136,-0.29,78,100,9.22,light snow
668,Glubczyce,PL,50.2009,17.8286,39.81,69,89,25.68,overcast clouds
669,Balsta,SE,59.5671,17.5278,33.01,67,100,15.95,overcast clouds
670,Rio Grande,BR,-32.035,-52.0986,80.71,56,0,17.34,clear sky
671,Sayyan,YE,15.1718,44.3244,55.13,39,66,1.48,broken clouds
672,Saquena,PE,-4.6667,-73.5167,88.36,48,100,3.94,overcast clouds
673,Mangrol,IN,21.1167,70.1167,67.51,61,0,9.46,clear sky
674,Thinadhoo,MV,0.5333,72.9333,81.82,74,88,10.67,overcast clouds
675,Brits,ZA,-25.6347,27.7802,71.33,82,100,3.69,overcast clouds
676,Shrigonda,IN,18.6167,74.6833,69.73,24,0,2.46,clear sky
677,Kushiro,JP,42.975,144.3747,9.41,80,3,8.72,clear sky
678,Lalibela,ET,12.0333,39.0333,60.6,53,92,8.12,overcast clouds
679,Le Port,RE,-20.9373,55.2919,80.6,78,45,1.36,scattered clouds
680,Kuytun,RU,54.3419,101.5036,-6.38,99,100,2.66,overcast clouds
681,Luderitz,NA,-26.6481,15.1594,67.96,81,87,10.33,overcast clouds
682,Ayr,GB,55.4627,-4.6339,44.58,87,75,31.07,broken clouds
683,Meadow Lake,US,34.8014,-106.5436,48.4,34,100,2.19,overcast clouds
684,Bereznik,RU,62.8551,42.7072,6.93,96,100,5.46,overcast clouds
685,Porbandar,IN,21.6422,69.6093,68.09,70,0,9.89,clear sky
686,Lagoa Formosa,BR,-18.7786,-46.4075,73.02,75,100,8.34,overcast clouds
687,Mareeba,AU,-17.0,145.4333,71.44,93,100,2.1,overcast clouds
688,Holland,US,42.7875,-86.1089,28.49,67,100,1.99,overcast clouds
689,Virginia Beach,US,36.8529,-75.978,36.18,44,0,9.22,clear sky
690,Salinas,US,36.6777,-121.6555,65.97,52,0,10.36,clear sky
691,Ballina,AU,-28.8667,153.5667,71.78,100,75,5.75,broken clouds
692,Vrangel,RU,42.7297,133.0839,15.66,66,3,10.51,clear sky
693,Yarada,IN,17.65,83.2667,84.52,51,20,2.3,mist
694,Northam,GB,51.0333,-4.2167,49.24,96,98,19.91,overcast clouds
695,Farafangana,MG,-22.8167,47.8333,75.34,78,2,5.26,clear sky
696,Hommelvik,NO,63.4108,10.7942,31.59,93,75,8.05,light snow
697,West Wendover,US,40.7391,-114.0733,38.03,28,2,1.68,clear sky
698,Hirara,JP,24.8,125.2833,61.95,62,8,28.05,clear sky
