City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
0,Havre-Saint-Pierre,CA,50.2334,-63.5986,7.16,85,100,17.27,overcast clouds
1,Souillac,MU,-20.5167,57.5167,80.37,85,84,15.68,light rain
2,Vung Tau,VN,10.346,107.0843,77.74,81,52,18.12,broken clouds
3,Bethel,US,41.3712,-73.414,25.95,47,0,8.05,light snow
4,Port Elizabeth,ZA,-33.918,25.5701,75.09,87,100,15.57,overcast clouds
5,Atuona,PF,-9.8,-139.0333,77.81,77,26,14.65,light rain
6,Trairi,BR,-3.2778,-39.2689,77.38,87,100,5.77,overcast clouds
7,Awbari,LY,26.5921,12.7805,49.44,42,0,6.51,clear sky
8,Beterou,BJ,9.1992,2.2586,81.84,11,100,4.94,overcast clouds
9,Mar Del Plata,AR,-38.0023,-57.5575,84.87,56,75,17.0,broken clouds
10,Vaini,TO,-21.2,-175.2,80.64,75,100,10.92,overcast clouds
11,Jamestown,US,42.097,-79.2353,21.02,53,100,4.0,overcast clouds
12,Kaeo,NZ,-35.1,173.7833,67.32,86,100,12.17,overcast clouds
13,Pokhara,NP,28.2333,83.9833,49.42,82,74,1.48,broken clouds
14,Ambilobe,MG,-13.2,49.05,75.6,93,100,2.28,light rain
15,Hermanus,ZA,-34.4187,19.2345,71.8,77,100,15.35,overcast clouds
16,Viedma,AR,-40.8135,-62.9967,65.55,33,100,13.47,overcast clouds
17,General Pico,AR,-35.6566,-63.7568,90.5,20,0,2.39,clear sky
18,Half Moon Bay,US,37.4636,-122.4286,62.31,79,20,1.99,mist
19,Albany,US,42.6001,-73.9662,22.15,36,59,3.0,broken clouds
20,Praia Da Vitoria,PT,38.7333,-27.0667,59.76,80,20,21.88,few clouds
21,Vazante,BR,-17.9869,-46.9078,78.28,74,100,5.55,light rain
22,Rikitea,PF,-23.1203,-134.9692,76.12,62,99,4.54,overcast clouds
23,Kapaa,US,22.0752,-159.319,75.47,71,20,1.01,few clouds
24,Rodrigues Alves,BR,-7.738,-72.6509,87.53,50,99,4.07,overcast clouds
25,Arraial Do Cabo,BR,-22.9661,-42.0278,84.06,70,40,11.5,scattered clouds
26,Bilma,NE,18.6853,12.9164,63.05,15,0,13.67,clear sky
27,Deputatskiy,RU,69.3,139.9,-24.84,100,87,2.48,overcast clouds
28,Ayolas,PY,-27.4,-56.9,100.18,18,0,3.33,light rain
29,Mahebourg,MU,-20.4081,57.7,80.26,83,97,18.05,light rain
30,Provideniya,RU,64.3833,-173.3,4.6,81,1,7.67,clear sky
31,Fereydun Kenar,IR,36.6864,52.5225,49.95,65,0,2.46,clear sky
32,Nikolskoye,RU,59.7035,30.7861,30.7,96,100,7.31,snow
33,Butaritari,KI,3.0707,172.7902,81.64,77,77,21.81,light rain
34,Ushuaia,AR,-54.8,-68.3,47.86,71,75,29.93,light intensity drizzle
35,Tiksi,RU,71.6872,128.8694,-17.66,100,97,4.5,overcast clouds
36,Yellowknife,CA,62.456,-114.3525,-12.48,77,100,9.22,light snow
37,Imeni Poliny Osipenko,RU,52.4201,136.4853,-4.85,99,100,4.23,overcast clouds
38,Beipiao,CN,41.7919,120.7792,17.83,44,100,1.79,overcast clouds
39,Groningen,NL,53.25,6.75,40.03,83,100,9.22,overcast clouds
40,Naze,JP,28.3667,129.4833,52.52,69,100,21.27,overcast clouds
41,Mozaceni,RO,44.5667,25.1667,38.89,60,9,19.93,clear sky
42,Saldanha,ZA,-33.0117,17.9442,66.0,89,100,15.46,overcast clouds
43,Batagay,RU,67.6333,134.6333,-34.29,99,73,2.17,broken clouds
44,Pevek,RU,69.7008,170.3133,-11.42,95,100,3.67,overcast clouds
45,El Alto,PE,-4.2714,-81.2147,80.26,66,97,10.38,overcast clouds
46,Hobart,AU,-42.8794,147.3294,57.06,94,75,1.01,broken clouds
47,Cape Town,ZA,-33.9258,18.4232,70.11,82,100,7.0,overcast clouds
48,Jiuquan,CN,39.7432,98.5174,16.95,45,100,5.35,overcast clouds
49,Menongue,AO,-14.6585,17.691,64.24,76,100,7.07,overcast clouds
50,San Andres,CO,12.5847,-81.7006,82.42,69,75,10.36,broken clouds
51,Bluff,NZ,-46.6,168.3333,59.81,91,100,3.91,overcast clouds
52,Kruisfontein,ZA,-34.0033,24.7314,72.88,87,100,12.28,overcast clouds
53,Mataura,NZ,-46.1927,168.8643,59.49,96,41,1.14,scattered clouds
54,Anloga,GH,5.7947,0.8973,80.91,58,100,11.18,overcast clouds
55,Esperance,AU,-33.8667,121.9,70.29,66,74,9.17,broken clouds
56,Byron Bay,AU,-28.65,153.6167,72.88,89,78,7.11,light rain
57,Carnarvon,AU,-24.8667,113.6333,78.87,83,77,19.57,broken clouds
58,Aykhal,RU,66.0,111.5,-21.53,100,84,3.15,broken clouds
59,Haines Junction,CA,60.7522,-137.5108,3.52,95,97,3.2,overcast clouds
60,Longyearbyen,SJ,78.2186,15.6401,8.44,66,0,18.41,clear sky
61,Amahai,ID,-3.3333,128.9167,78.98,81,100,8.97,overcast clouds
62,Pocone,BR,-16.2567,-56.6228,76.57,91,100,5.08,overcast clouds
63,Saint-Felicien,CA,48.6501,-72.4491,9.82,76,49,12.95,scattered clouds
64,Kon Tum,VN,14.35,108.0,64.56,98,73,2.48,broken clouds
65,Airai,TL,-8.9266,125.4092,61.18,94,96,4.0,overcast clouds
66,Kautokeino,NO,69.0125,23.0412,-5.6,98,20,3.15,few clouds
67,Manono,CD,-7.3,27.4167,69.76,96,100,3.42,overcast clouds
68,Oranjemund,NA,-28.55,16.4333,68.41,78,99,3.65,overcast clouds
69,Kang,BW,-23.6752,22.7876,70.54,73,100,10.04,overcast clouds
70,Linjiang,CN,41.8069,126.9078,-0.99,99,29,0.89,scattered clouds
71,Conceicao Do Araguaia,BR,-8.2578,-49.2647,80.73,77,100,5.48,overcast clouds
72,Port Alfred,ZA,-33.5906,26.891,74.95,86,100,21.43,overcast clouds
73,Kavaratti,IN,10.5669,72.642,81.3,72,24,11.01,few clouds
74,Kirovskiy,RU,45.0917,133.5136,-6.11,100,100,1.63,overcast clouds
75,Castro,BR,-24.7911,-50.0119,63.95,98,100,5.23,overcast clouds
76,Lagoa,PT,39.05,-27.9833,57.78,68,36,23.47,scattered clouds
77,Cherskiy,RU,68.75,161.3,-24.81,98,100,4.03,overcast clouds
78,Husavik,IS,66.0449,-17.3389,24.42,70,24,25.1,few clouds
79,Tuyen Quang,VN,21.8233,105.2181,54.79,86,100,1.03,overcast clouds
80,Porto Murtinho,BR,-21.6989,-57.8825,105.15,18,0,1.63,clear sky
81,Salalah,OM,17.0151,54.0924,73.49,64,0,4.61,clear sky
82,San Ramon,US,37.7799,-121.978,59.38,69,0,1.01,haze
83,Karlskrona,SE,56.1616,15.5866,37.85,55,2,18.68,clear sky
84,Cayenne,GF,4.9333,-52.3333,80.64,86,100,3.0,overcast clouds
85,Kankon,IN,15.0167,74.0167,76.8,62,6,7.74,clear sky
86,Lebu,CL,-37.6167,-73.65,62.85,62,2,17.45,clear sky
87,La Reforma,MX,25.0833,-108.05,82.74,34,2,8.52,clear sky
88,Vostok,RU,46.4856,135.8833,-21.75,99,63,3.65,broken clouds
89,Tonantins,BR,-2.8731,-67.8022,89.96,53,56,4.05,broken clouds
90,Lastoursville,GA,-0.8143,12.7287,78.19,68,100,2.64,overcast clouds
91,Ulaanbaatar,MN,47.9077,106.8832,-18.27,69,0,2.24,clear sky
92,Erzin,TR,36.9559,36.2,45.12,80,63,6.71,broken clouds
93,Port Lincoln,AU,-34.7333,135.8667,65.89,85,2,9.64,clear sky
94,Chuy,UY,-33.6971,-53.4616,78.76,53,73,12.86,broken clouds
95,Manjeshwar,IN,12.7194,74.8861,79.75,79,0,6.82,clear sky
96,Saint-Philippe,RE,-21.3585,55.7679,80.19,81,33,10.98,scattered clouds
97,Shimoda,JP,34.6667,138.95,37.11,62,96,10.49,overcast clouds
98,Victoria,HK,22.2855,114.1577,59.32,76,83,1.99,broken clouds
99,New Norfolk,AU,-42.7826,147.0587,56.71,75,4,2.08,clear sky
100,Dalianwan,CN,39.0286,121.695,23.04,80,0,2.24,clear sky
101,Bredasdorp,ZA,-34.5322,20.0403,71.28,84,100,11.79,overcast clouds
102,Ribeira Grande,PT,38.5167,-28.7,59.4,67,40,18.41,scattered clouds
103,Umuarama,BR,-23.7664,-53.325,83.68,57,36,3.6,scattered clouds
104,Punta Arenas,CL,-53.15,-70.9167,53.71,43,75,32.21,broken clouds
105,Tuktoyaktuk,CA,69.4541,-133.0374,-4.02,96,100,17.36,overcast clouds
106,Busselton,AU,-33.65,115.3333,64.09,70,84,19.51,broken clouds
107,Narsaq,GL,60.9167,-46.05,10.62,63,100,10.45,light snow
108,Fuling,CN,29.7022,107.3919,43.83,85,100,2.91,overcast clouds
109,Port Hardy,CA,50.6996,-127.4199,40.75,88,100,9.01,light rain
110,Namibe,AO,-15.1961,12.1522,73.22,73,100,6.31,overcast clouds
111,Margate,GB,51.3813,1.3862,42.66,79,100,4.0,overcast clouds
112,Egvekinot,RU,66.3167,-179.1667,0.03,63,67,8.14,broken clouds
113,Ancud,CL,-41.8697,-73.8203,64.42,57,55,11.39,broken clouds
114,Avarua,CK,-21.2078,-159.775,78.85,89,75,10.36,broken clouds
115,Boca Do Acre,BR,-8.7522,-67.3978,83.21,71,74,2.75,broken clouds
116,Constitucion,CL,-35.3333,-72.4167,69.96,63,4,19.62,clear sky
117,Wattegama,LK,6.7989,81.4808,76.12,96,33,3.89,scattered clouds
118,Miles City,US,46.4083,-105.8406,45.52,56,100,5.75,overcast clouds
119,Moba,CN,33.2288,105.0179,16.56,74,91,4.7,overcast clouds
120,Teguldet,RU,57.3064,88.1667,-6.12,99,71,3.24,broken clouds
121,Hay River,CA,60.8156,-115.7999,2.25,91,100,6.53,overcast clouds
122,Adrar,MR,20.5022,-10.0711,79.72,11,99,9.28,overcast clouds
123,Timra,SE,62.487,17.3257,31.68,84,12,11.5,few clouds
124,Hamilton,US,39.1834,-84.5333,40.08,55,0,1.01,clear sky
125,Srivardhan,IN,18.0333,73.0167,70.74,59,0,4.94,clear sky
126,Chokurdakh,RU,70.6333,147.9167,-29.9,88,18,1.81,few clouds
127,Luanda,AO,-8.8368,13.2343,78.91,83,100,9.91,overcast clouds
128,Poum,NC,-20.2333,164.0167,79.72,78,100,8.5,overcast clouds
129,Alice Springs,AU,-23.7,133.8833,72.95,100,100,8.05,overcast clouds
130,Torbay,CA,47.6666,-52.7314,44.76,84,100,29.75,overcast clouds
131,Bilibino,RU,68.0546,166.4372,-10.46,93,99,4.83,overcast clouds
132,Norman Wells,CA,65.282,-126.8329,-20.02,99,91,4.83,overcast clouds
133,Kuching,MY,1.55,110.3333,77.22,94,40,2.3,scattered clouds
134,Acapulco,MX,16.8634,-99.8901,84.02,70,0,10.36,clear sky
135,Bathsheba,BB,13.2167,-59.5167,83.01,61,40,19.57,scattered clouds
136,Mineros,BO,-17.1167,-63.2333,98.19,32,41,2.98,scattered clouds
137,Skjervoy,NO,70.0311,20.9714,28.58,76,97,7.63,overcast clouds
138,Aguadilla,PR,18.4275,-67.1541,85.05,65,0,1.01,clear sky
139,Puerto Ayora,EC,-0.7393,-90.3518,85.96,70,100,8.79,overcast clouds
140,Qaanaaq,GL,77.484,-69.3632,-6.21,67,100,9.66,overcast clouds
141,Pisco,PE,-13.7,-76.2167,75.25,64,0,6.91,clear sky
142,Idlib,SY,35.9306,36.6339,36.79,85,99,6.73,overcast clouds
143,Iqaluit,CA,63.7506,-68.5145,-20.52,96,100,4.07,overcast clouds
144,Hilo,US,19.7297,-155.09,76.24,61,40,5.75,scattered clouds
145,Severo-Kurilsk,RU,50.6789,156.125,26.35,92,100,13.94,light snow
146,Bambous Virieux,MU,-20.3428,57.7575,80.22,83,100,18.63,light rain
147,Ossora,RU,59.2353,163.0719,31.35,86,100,20.6,light snow
148,Fortuna,US,40.5982,-124.1573,53.92,79,77,3.0,broken clouds
149,Pangnirtung,CA,66.1451,-65.7125,-24.47,84,40,6.02,scattered clouds
150,Vikulovo,RU,56.8167,70.6107,6.31,96,100,5.93,overcast clouds
151,Sukhobuzimskoye,RU,56.5,93.2728,-9.31,100,45,1.63,scattered clouds
152,Edd,ER,13.9297,41.6925,81.01,60,18,16.67,few clouds
153,Fort Nelson,CA,58.8053,-122.7002,-0.81,78,100,4.61,light snow
154,Impfondo,CG,1.6381,18.0667,78.91,26,100,2.66,overcast clouds
155,Kavieng,PG,-2.5744,150.7967,80.96,75,35,0.74,scattered clouds
156,Tasiilaq,GL,65.6145,-37.6368,8.76,35,88,28.77,overcast clouds
157,Flower Mound,US,33.0146,-97.097,70.27,23,75,1.99,broken clouds
158,Katsuura,JP,35.1333,140.3,40.19,60,100,12.17,overcast clouds
159,Rocha,UY,-34.4833,-54.3333,83.05,43,0,9.1,clear sky
160,Barrow,US,71.2906,-156.7887,-11.18,77,40,10.36,scattered clouds
161,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,85.17,67,97,2.08,light rain
162,Baker City,US,44.7749,-117.8344,26.82,74,20,0.0,few clouds
163,Qandala,SO,11.472,49.8728,75.09,75,92,6.38,overcast clouds
164,Niquelandia,BR,-14.4739,-48.4597,76.39,84,100,6.51,overcast clouds
165,Diffa,NE,13.3154,12.6113,68.45,16,0,9.46,clear sky
166,Vilhena,BR,-12.7406,-60.1458,69.33,98,100,4.83,overcast clouds
167,Kodiak,US,57.79,-152.4072,24.31,74,20,12.66,few clouds
168,Coihaique,CL,-45.5752,-72.0662,59.61,43,25,13.69,scattered clouds
169,Marin,US,38.0666,-122.7344,58.86,78,5,1.99,clear sky
170,Bacolod,PH,10.6667,122.95,77.52,85,46,3.09,moderate rain
171,Araouane,ML,18.9048,-3.5265,78.26,13,86,11.54,overcast clouds
172,Apaseo El Alto,MX,20.45,-100.6167,72.82,23,0,9.57,clear sky
173,Vangaindrano,MG,-23.35,47.6,74.32,81,35,5.17,scattered clouds
174,Hualmay,PE,-11.0964,-77.6139,75.15,71,100,11.23,overcast clouds
175,Saint George,US,37.1041,-113.5841,57.67,22,0,1.99,clear sky
176,Nova Olimpia,BR,-14.7972,-57.2881,74.95,93,100,6.71,light rain
177,Ostrovnoy,RU,68.0531,39.5131,2.25,98,99,7.85,overcast clouds
178,San Vicente,AR,-26.6167,-54.1333,83.7,40,48,4.56,scattered clouds
179,Mayenne,FR,48.3333,-0.6667,45.84,91,80,5.79,broken clouds
180,Lorengau,PG,-2.0226,147.2712,79.14,83,100,10.09,overcast clouds
181,Sulangan,PH,11.1373,123.7228,81.37,75,68,3.49,broken clouds
182,Katherine,AU,-14.4667,132.2667,79.12,83,82,11.5,broken clouds
183,Isangel,VU,-19.55,169.2667,77.36,93,100,8.41,overcast clouds
184,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,85,20,5.75,few clouds
185,Aklavik,CA,68.2191,-135.0107,-1.66,96,100,5.79,overcast clouds
186,Georgetown,MY,5.4112,100.3354,82.89,81,20,0.0,few clouds
187,Copiapo,CL,-27.3667,-70.3333,71.29,42,0,10.8,clear sky
188,Nuuk,GL,64.1835,-51.7216,12.81,79,75,10.36,broken clouds
189,Rawson,AR,-43.3002,-65.1023,61.29,40,63,16.62,broken clouds
190,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,85.19,65,100,3.38,overcast clouds
191,Togul,RU,53.465,85.9128,-5.15,100,32,3.2,scattered clouds
192,Battle Creek,US,42.3212,-85.1797,28.45,59,100,3.44,overcast clouds
193,Santarem,BR,-2.4431,-54.7083,80.73,83,75,6.91,broken clouds
194,Chulman,RU,56.8479,124.9104,-17.03,99,100,4.52,overcast clouds
195,Ponta Do Sol,PT,32.6667,-17.1,66.13,44,1,8.46,clear sky
196,Xam Nua,LA,20.4197,104.0439,52.56,98,100,2.75,overcast clouds
197,Kaitangata,NZ,-46.2817,169.8464,55.63,93,24,2.89,few clouds
198,Fairbanks,US,64.8378,-147.7164,-23.84,71,20,0.0,few clouds
199,Geraldton,AU,-28.7667,114.6,72.01,88,100,14.97,overcast clouds
200,Moyale,KE,3.5167,39.0584,74.14,24,94,11.74,overcast clouds
201,San Pedro,PH,14.35,121.0167,79.11,83,49,10.58,scattered clouds
202,Olinda,BR,-8.0089,-34.8553,83.93,74,40,10.36,scattered clouds
203,Revin,FR,49.9404,4.635,37.9,92,20,3.91,few clouds
204,Bintulu,MY,3.1667,113.0333,75.99,88,100,3.04,overcast clouds
205,Leningradskiy,RU,69.3833,178.4167,-9.45,93,100,0.69,overcast clouds
206,Tucurui,BR,-3.7661,-49.6725,79.38,82,100,2.04,overcast clouds
207,San Cristobal,VE,7.7669,-72.225,71.78,50,99,6.15,overcast clouds
208,Dudinka,RU,69.4058,86.1778,-14.01,99,87,8.43,overcast clouds
209,Prado,BR,-17.3411,-39.2208,83.66,74,18,14.83,few clouds
210,Necochea,AR,-38.5473,-58.7368,71.04,65,100,18.45,light rain
211,Sao Filipe,CV,14.8961,-24.4956,72.27,70,100,14.45,overcast clouds
212,Kariba,ZW,-16.5167,28.8,69.71,92,100,3.83,light rain
213,Port Pirie,AU,-33.1833,138.0167,78.91,44,82,4.0,broken clouds
214,Polyarnyy,RU,69.1989,33.4478,9.81,96,98,8.86,overcast clouds
215,Klaksvik,FO,62.2266,-6.589,38.32,92,100,17.34,overcast clouds
216,Hithadhoo,MV,-0.6,73.0833,81.7,70,100,8.39,overcast clouds
217,Nagornskiy,RU,58.7731,57.5451,5.79,97,100,2.91,overcast clouds
218,Semey,KZ,50.4111,80.2275,14.2,89,100,10.09,overcast clouds
219,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,102.22,10,0,5.7,clear sky
220,Cap Malheureux,MU,-19.9842,57.6142,80.47,76,98,1.99,overcast clouds
221,Grajau,BR,-5.8194,-46.1386,80.53,81,69,5.59,broken clouds
222,Liberal,US,37.0431,-100.921,56.16,20,0,0.0,clear sky
223,Dikson,RU,73.5069,80.5464,-2.52,93,100,21.36,overcast clouds
224,Aswan,EG,24.0934,32.907,58.68,32,100,9.64,overcast clouds
225,Takoradi,GH,4.8845,-1.7554,80.38,79,100,7.76,overcast clouds
226,Nemuro,JP,43.3236,145.575,16.12,68,21,14.32,few clouds
227,Tupik,RU,54.4253,119.9327,-8.9,95,100,2.84,overcast clouds
228,Churapcha,RU,62.0025,132.4325,-37.89,100,61,1.99,broken clouds
229,East London,ZA,-33.0153,27.9116,75.25,82,95,16.64,overcast clouds
230,Requena,ES,39.4883,-1.1004,51.51,21,0,5.01,clear sky
231,Ituverava,BR,-20.3394,-47.7806,75.63,88,90,5.99,overcast clouds
232,Lang Suan,TH,9.9456,99.0785,73.83,87,3,5.39,clear sky
233,Teguise,ES,29.0605,-13.564,62.82,55,0,8.05,haze
234,Tivaouane,SN,14.9515,-16.8129,73.74,66,100,17.22,overcast clouds
235,Thompson,CA,55.7435,-97.8558,5.16,72,20,4.61,few clouds
236,Saint Anthony,US,45.0205,-93.218,21.87,68,0,1.01,clear sky
237,Muros,ES,42.7762,-9.0603,55.9,73,0,3.74,clear sky
238,Aurich,DE,53.4667,7.4833,39.92,76,75,6.91,broken clouds
239,Cidreira,BR,-30.1811,-50.2056,76.55,60,0,16.75,clear sky
240,Beringovskiy,RU,63.05,179.3167,-12.35,100,100,7.65,overcast clouds
241,Kamaishi,JP,39.2667,141.8833,24.6,58,11,8.63,few clouds
242,Bengkulu,ID,-3.8004,102.2655,75.79,92,100,4.09,heavy intensity rain
243,Eyl,SO,7.9803,49.8164,75.33,75,100,15.93,overcast clouds
244,Mbandaka,CD,0.0487,18.2603,82.02,32,100,4.29,overcast clouds
245,Alyangula,AU,-13.8483,136.4192,81.37,79,100,19.6,overcast clouds
246,General Roca,AR,-39.0333,-67.5833,81.0,17,4,27.6,clear sky
247,Saskylakh,RU,71.9167,114.0833,-20.51,100,100,2.82,overcast clouds
248,Quatre Cocos,MU,-20.2078,57.7625,80.1,83,100,18.92,light rain
249,Manggar,ID,-2.8833,108.2667,78.49,80,100,5.84,overcast clouds
250,Tiznit,MA,29.5833,-9.5,65.21,22,100,16.84,overcast clouds
251,Hoa Binh,VN,20.8133,105.3383,51.69,81,100,2.39,overcast clouds
252,Nyrob,RU,60.733,56.7202,-1.34,99,93,2.86,overcast clouds
253,Sunyani,GH,7.3399,-2.3268,80.65,15,33,4.43,scattered clouds
254,Hanstholm,DK,57.1167,8.6167,38.62,65,100,19.22,overcast clouds
255,Tuxpan,MX,19.55,-103.4,74.97,26,0,5.86,clear sky
256,Nabire,ID,-3.3667,135.4833,74.23,89,100,2.53,overcast clouds
257,San Luis,AR,-33.295,-66.3356,93.0,20,1,6.02,clear sky
258,Yokadouma,CM,3.5167,15.05,74.68,27,100,1.83,overcast clouds
259,Zakharovo,RU,54.366,39.2792,25.68,95,100,14.97,snow
260,Altay,CN,47.8667,88.1167,3.36,54,32,7.45,scattered clouds
261,Nanortalik,GL,60.1432,-45.2371,18.72,68,100,13.09,light snow
262,Qui Nhon,VN,13.7667,109.2333,75.22,84,99,6.4,overcast clouds
263,Nobres,BR,-14.7203,-56.3275,76.78,91,100,7.4,light rain
264,Shizunai,JP,42.3339,142.3669,17.55,65,69,9.98,broken clouds
265,Artesia,US,33.8658,-118.0831,73.62,37,0,1.99,clear sky
266,Mitsamiouli,KM,-11.3847,43.2844,81.0,73,9,3.47,clear sky
267,Kristianstad,SE,56.0313,14.1524,37.78,62,0,14.97,clear sky
268,Daru,PG,-9.0763,143.2092,75.79,89,100,7.29,overcast clouds
269,Hasaki,JP,35.7333,140.8333,30.6,50,100,14.29,overcast clouds
270,Itarema,BR,-2.9248,-39.9167,76.08,84,100,11.12,overcast clouds
271,Elat,IL,29.5581,34.9482,55.24,44,0,9.22,clear sky
272,Canning,IN,22.3189,88.6714,62.62,48,0,3.49,clear sky
273,Maniitsoq,GL,65.4167,-52.9,13.82,81,100,7.76,light snow
274,Wang Saphung,TH,17.301,101.7685,71.74,64,63,3.18,broken clouds
275,Hofn,IS,64.2539,-15.2082,26.69,50,0,25.61,clear sky
276,Scarborough,GB,54.2797,-0.4044,43.54,81,95,4.0,moderate rain
277,Batken,KG,39.8333,71.0,19.02,55,100,7.4,overcast clouds
278,Kargil,IN,34.5667,76.1,5.77,97,100,2.95,light snow
279,Muzhi,RU,65.3667,64.6667,1.47,98,100,2.3,overcast clouds
280,Ucluelet,CA,48.9329,-125.5528,48.09,94,100,4.0,light rain
281,Luena,AO,-11.7833,19.9167,63.99,79,100,4.92,overcast clouds
282,Kassiopi,GR,39.7886,19.9186,49.75,68,2,3.13,clear sky
283,Samarai,PG,-10.6167,150.6667,80.51,79,99,9.24,overcast clouds
284,Taoudenni,ML,22.6783,-3.9836,78.1,13,98,14.27,overcast clouds
285,Gerash,IR,27.6652,54.1371,51.94,48,0,5.55,clear sky
286,Port Hedland,AU,-20.3167,118.5667,82.45,83,53,17.27,broken clouds
287,Upernavik,GL,72.7868,-56.1549,-3.62,70,100,9.26,overcast clouds
288,Khatanga,RU,71.9667,102.5,-7.17,98,100,9.91,overcast clouds
289,Upington,ZA,-28.4478,21.2561,77.38,61,95,10.36,overcast clouds
290,Martapura,ID,-3.4167,114.85,77.09,94,100,4.61,overcast clouds
291,Mehamn,NO,71.0357,27.8492,32.18,63,97,23.38,overcast clouds
292,Belyy Yar,RU,53.6039,91.3903,-20.15,80,100,2.24,fog
293,Nome,US,64.5011,-165.4064,-6.9,77,0,0.0,clear sky
294,Celestun,MX,20.8667,-90.4,72.19,50,4,10.69,clear sky
295,Yerbogachen,RU,61.2767,108.0108,-12.5,100,91,2.93,overcast clouds
296,Townsville,AU,-19.25,146.8,77.88,89,75,0.0,broken clouds
297,Faanui,PF,-16.4833,-151.75,80.13,72,44,7.36,scattered clouds
298,Debre Birhan,ET,9.6833,39.5333,48.67,51,1,5.55,clear sky
299,Senneterre,CA,48.3835,-77.2328,8.82,85,100,8.32,light snow
300,Manati,PR,18.4275,-66.4921,85.8,73,3,9.84,clear sky
301,Great Yarmouth,GB,52.6083,1.7305,42.94,75,100,16.42,overcast clouds
302,Guerrero Negro,MX,27.9769,-114.0611,64.92,55,97,13.78,overcast clouds
303,Saint-Georges,GD,12.0564,-61.7485,82.08,74,75,19.57,broken clouds
304,Alcantarilla,ES,37.9694,-1.2171,56.88,43,0,3.0,clear sky
305,Pescara,IT,42.3333,13.95,49.08,64,0,3.65,clear sky
306,Gikongoro,RW,-2.464,29.5739,58.89,87,100,4.94,overcast clouds
307,Richards Bay,ZA,-28.783,32.0377,71.82,83,100,6.02,overcast clouds
308,Woodstock,CA,43.1334,-80.7497,23.67,72,100,4.29,overcast clouds
309,Vanimo,PG,-2.6741,141.3028,76.78,87,100,9.17,overcast clouds
310,Kloulklubed,PW,7.0419,134.2556,82.15,69,100,11.77,overcast clouds
311,Rio Brilhante,BR,-21.8019,-54.5464,85.44,62,26,4.63,scattered clouds
312,Qaqortoq,GL,60.7167,-46.0333,10.9,64,100,10.49,light snow
313,Poltavka,RU,54.3663,71.7632,12.52,92,100,9.44,overcast clouds
314,Srednekolymsk,RU,67.45,153.6833,-23.66,99,100,4.74,overcast clouds
